gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charges_per_month_ratio,avg_monthly_spend,tenure_group,num_services,has_streaming,has_support,is_month_to_month,auto_payment,risk_score
0,0,1,1,1.6113072651077522,1,1,1.3070239564754318,2.21304058739178,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,-0.10766753151476528,1.3402761798478247,6,5,1,1,0,0,-0.9900218495564023
0,0,0,0,-0.019135231695857704,0,0,-1.1541575966380122,-0.5996024412577795,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.09800257094910982,-1.01558197386856,3,1,0,1,0,0,-0.5842090761231676
1,0,0,0,0.429236454925135,1,0,0.9810836967387861,0.7211097968318703,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,-0.10246332197941234,0.9825866980348877,4,3,1,0,0,0,-0.3639179645909303
1,0,1,1,1.6113072651077522,1,0,-1.5116941060430058,-0.40742825559417445,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10772063569369747,-1.3246223061951783,6,0,0,0,0,1,-0.6819188433350473
1,0,1,0,0.918369203966218,1,1,1.0609058011640873,1.3023970030540144,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.10543715599961404,1.1277186329471844,5,4,1,1,1,0,-0.10606569579282757
0,0,0,0,0.7960860167059473,1,0,-0.22955155371161023,0.33329823138744397,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,-0.10517163510495317,-0.05627930576627582,5,3,0,1,0,1,-1.0849399091336567
0,0,0,0,0.429236454925135,1,1,0.891283829260323,0.7355802130159066,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,-0.1029412595898019,1.0069997019578054,4,3,1,0,1,0,0.39720305324913885
0,1,1,0,0.18467008040459354,1,1,0.38740679507561104,0.2564903210935192,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.10108261332717584,0.5357606030255275,4,1,0,0,1,0,0.47105640976513097
0,0,1,1,1.2852187657470302,0,1,-0.34096990780525943,0.5014947609656107,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.10681786465185053,-0.21124980571539145,6,4,1,1,0,0,-0.9532220670999801
1,0,1,1,-1.201206041878475,1,0,0.831417250941347,-0.8992679959226183,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07607292759055306,0.09762349371612775,1,3,1,1,1,0,0.3987258028680251
0,0,0,0,0.14390901798450328,0,0,-1.1242243074785245,-0.5119417188258275,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.10065777989571846,-0.9392282898794286,3,1,0,1,0,0,-0.5862394089483497
0,0,1,1,-0.9158786049378431,1,1,1.1773130367843176,-0.5391619834159203,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.06529039672689128,1.2336567902976947,1,4,1,1,1,0,0.26091696235880313
0,0,0,0,0.3477143300849545,1,0,-1.4701200933214948,-0.6404107795816626,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.1021446969058193,-1.2849994833538232,4,0,0,0,0,0,-0.2547875752374026
1,0,1,1,-0.22294054379630893,1,1,0.6767619236173268,-0.05963092026840982,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.09423217424492554,0.5804762915900029,3,3,0,1,1,1,-0.146418560693318
0,0,1,1,0.9591302663863083,1,1,1.1623463922045736,1.4244029053617968,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.10564957271534271,1.232867477989481,5,4,1,0,0,1,-0.7407984952653227
0,0,0,0,-1.0789228546182041,1,0,-1.4684571328126343,-0.9591128726105614,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.01861182344551128,-1.408715180990569,1,0,0,0,1,0,0.8202736556964196
1,0,0,0,-1.201206041878475,1,1,0.31756245370347297,-0.907584073516188,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.056105756312056033,-0.05671817651026165,1,1,0,0,1,0,0.8375314847104659
0,0,1,1,-1.0381617921981139,1,0,-0.4706808274963733,-0.8542905895213223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03863209890294047,-0.5019328953551361,1,1,0,1,1,0,0.3888279303452636
0,0,1,1,-1.1604449794583847,1,0,-1.463468251286053,-0.981105258182946,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.05801750675361426,-1.5242331661482342,1,0,0,0,1,0,0.8750926419763314
1,0,0,0,0.021625830724232544,1,1,0.8014839617818594,0.3268571315006473,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,-0.09964880049600718,0.9802285865746648,3,3,1,1,0,0,-0.657808641036012
0,1,0,0,-0.22294054379630893,1,1,0.43895857085028445,-0.06673377699289106,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.0958784037918229,0.5616441514562789,3,2,0,0,1,0,0.5230836884104173
1,0,1,0,1.6113072651077522,1,1,-1.3736683838075896,-0.24829779469228655,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10798615658835833,-1.1627936320825814,6,1,0,0,0,0,-0.46441943943743497
1,0,0,0,-1.2827281667186554,1,0,-1.5000533824809827,-1.000141796547006,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.39018414597435597,-1.6128261036468832,1,0,0,0,1,0,1.1131491657289105
1,1,0,0,1.570546202687662,0,1,-0.2794403689774233,0.7493668138010022,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,-0.10772063569369747,-0.12338067742883851,6,4,1,1,0,0,-0.9537296503062757
0,0,0,0,-0.7935954176775724,1,1,0.7017063312502334,-0.47254512842233815,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.07776987877595193,0.9076380554574721,2,2,1,0,1,0,0.6207934556222968
0,0,1,1,-0.3044626686364894,0,1,-0.20793306709642462,-0.3459289868120198,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.09455079931851858,-0.04339812191480878,3,5,1,1,1,1,-0.21925675079671908
1,0,0,0,1.407501953007301,1,0,-0.4756697090229548,0.4294073827805026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.10703028136757922,-0.3660532727694078,6,1,0,1,0,0,-0.844599260952748
1,0,0,0,-1.2827281667186554,0,1,-0.9778837826988059,-0.9932154083125742,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.40122981519224793,-1.3557264513864784,1,1,1,0,1,0,1.0849782977795115
1,0,0,0,-1.2419671042985652,1,0,-0.6818768121216486,-0.9730097662019379,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17107630370021043,-1.0492276391892115,1,0,0,0,1,0,0.95605216338046
0,0,0,0,0.429236454925135,1,1,-1.3021610819265907,-0.48465527855196616,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10379092645271666,-1.051808461176233,4,1,0,0,0,1,-0.546140335651007
0,0,0,0,-0.3859847934766699,1,1,0.33751797980979803,-0.2242319043618236,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09290456977162122,0.49077962692177757,2,1,0,1,1,0,0.2654852112154622
0,0,1,1,1.2852187657470302,1,0,-1.4850867379012387,-0.44514839534219613,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10687096883078269,-1.292427534453525,6,0,0,0,0,0,-0.4273658653778651
1,0,0,1,0.9998913288063985,1,1,-1.505042264007564,-0.4924419506753882,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10639303122039315,-1.2752591729611806,5,0,0,0,0,0,-0.3425994699265203
0,1,1,0,-1.2827281667186554,1,1,0.18618857350349852,-0.977774415433267,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4083457751691591,-0.7825743603600985,1,0,0,0,1,0,1.1263463290925928
0,1,1,1,1.6113072651077522,1,1,0.7715506726223714,1.8259569544688061,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,-0.10798615658835833,0.9466287734212954,6,7,1,1,0,1,-1.3163978512043946
0,0,0,0,-0.9974007297780236,1,0,0.2094700206275447,-0.7601887672025734,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.04835016364752812,0.11490976078148334,1,4,1,1,1,0,0.27309895930989436
0,0,1,0,1.1629355784867594,1,1,1.2039204049260845,1.6254887497728878,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.1062868228625288,1.2180703285765833,6,4,1,0,0,0,-0.5720270791720763
1,0,0,0,1.2852187657470302,1,1,0.6468286344578388,1.3245217399939362,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.10681786465185053,0.7287458248063187,6,3,0,1,0,1,-1.1707214709975924
1,1,1,0,1.570546202687662,1,0,-1.360364699736706,-0.23407002268206784,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10803926076729051,-1.1373817059438747,6,1,0,0,0,0,-0.46441943943743497
0,0,1,1,1.3259798281671205,1,1,1.1374019845716672,1.8220084720039553,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,-0.1070833855465114,1.247946290715684,6,5,1,1,0,1,-1.2433058694978458
1,0,0,0,-1.201206041878475,1,0,-1.505042264007564,-0.9817890735818868,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0.0516981094606857,-1.433920772376506,1,0,0,0,0,0,0.10914958367645503
1,0,0,0,-1.2827281667186554,1,1,-0.6386398388912774,-0.9887154618163188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4044160659281783,-1.1886935562873622,1,0,0,0,1,0,1.1235546214579677
1,0,0,1,-0.1006573565360382,1,0,-0.011703727050893342,-0.1574165223169361,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.09752463333872026,0.10274911098730656,3,3,1,0,0,1,-0.5293900898432562
1,0,1,1,-0.712073292837392,1,1,0.15459232383515015,-0.5361840776463396,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,-0.08084992115401796,0.25687789615131484,2,4,1,1,1,0,0.16523752797210536
0,0,1,1,-0.9974007297780236,1,1,0.12299607416680179,-0.7598799473449874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-0.05084606005734025,0.1174578312204462,1,3,1,1,1,0,0.307614617337987
1,0,0,0,-1.0381617921981139,1,0,1.002702183353972,-0.7196671901750205,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.038419682187211784,0.7473323283296026,1,3,1,0,1,0,0.6971847281697663
0,0,1,1,1.5297851402675717,1,1,1.4400607971842665,2.4898755311565006,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.10803926076729051,1.7220314991742585,6,6,1,1,0,1,-1.2803594435574157
1,0,1,1,1.2036966409068497,1,0,0.7066952127768144,1.2919633035798541,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.10649923957825749,0.7749811852007152,6,6,1,1,0,0,-1.025298882393938
0,0,1,1,-1.0789228546182041,1,0,-1.501716342989843,-0.9587819941917192,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,-0.023869137159796397,-1.4052042150386814,1,0,0,0,1,0,0.8164667816492037
0,0,1,1,-0.7528343552574821,1,1,0.5337473198553295,-0.5002727399213225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.07803539967061279,0.580816907689813,2,1,1,0,1,0,0.6568318632692757
0,0,0,0,-0.4267458558967602,1,1,0.6418397529312578,-0.2050630146302266,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.09072729843540213,0.6581727890495388,2,2,1,0,1,0,0.6114031663058306
1,0,1,1,-0.4267458558967602,1,0,-1.4867496984100992,-0.8236071308140134,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-0.08982452739355519,-1.338319003593306,2,0,0,0,0,0,-0.07687966143083756
1,0,1,1,-0.6713122304173017,1,0,-0.020018529595195518,-0.5570955937171727,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,-0.08196510891159359,0.036551682051162604,2,3,1,1,0,0,-0.560606457030428
1,0,0,0,-0.9158786049378431,1,0,-1.3021610819265907,-0.8978562480022246,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.061254479128046144,-1.1871313074449643,1,1,0,0,0,0,-0.008102136977800416
0,0,0,1,-0.7935954176775724,1,1,-0.2944070135571673,-0.6715574680753508,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.07638917012371542,-0.14766267515952178,2,2,0,1,1,0,0.2408674257101317
0,0,1,0,-0.5082679807369407,1,0,0.5836361351211425,-0.3063559279184813,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.08780656859413262,0.5471777926787732,2,2,0,1,1,0,0.2327460944094041
0,0,0,0,-1.2419671042985652,1,1,0.16124416587059198,-0.9492085786065488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1564726544938629,-0.4602434498312802,1,0,0,0,1,0,0.9456467076514027
1,0,0,0,0.8368470791260375,1,1,0.30093284861486863,0.7374110736001673,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.10533094764174969,0.4644703083662636,5,5,1,1,0,0,-0.903732704486171
0,0,1,1,-0.8751175425177529,1,0,-1.4717830538303551,-0.9056649786869027,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-0.06868906417855035,-1.2978642914312608,1,0,0,0,0,0,0.022860438606223988
1,0,1,0,1.4890240778474815,1,0,-1.4950645009544015,-0.4073400213491498,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10750821897796876,-1.2983162627944704,6,0,0,0,0,0,-0.4278734485841605
0,0,0,0,-1.1604449794583847,1,1,0.20115521808324252,-0.8884151837845911,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02217218597439752,-0.14801311672374934,1,0,0,0,1,0,0.8494596900584097
1,0,1,0,1.6113072651077522,1,1,0.8048098827995801,1.7504284407277384,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.10772063569369747,0.8698198429141489,6,7,1,1,0,0,-1.0626062480566558
1,1,1,0,1.0406523912264887,0,1,-0.6502805624533005,0.1607782238030711,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.10618061450466444,-0.4645371777817691,5,3,1,0,1,0,0.3101525333694644
0,0,1,1,-0.6713122304173017,1,0,-1.4784348958657971,-0.8670624964886349,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.08164648383800055,-1.3170501482840185,2,0,0,0,1,0,0.6903323548847772
1,0,1,0,0.429236454925135,1,1,0.6451656739489785,0.552560330273605,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,-0.10262263451620886,0.6982050062416272,4,3,0,1,0,0,-0.7446053693125387
0,0,1,0,-1.2419671042985652,1,1,1.315338759019734,-0.9017385547833074,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.1121306650854985,0.7144432237691061,1,5,1,1,1,0,0.35202814788884124
1,0,1,0,-0.7528343552574821,1,0,0.5686694905413986,-0.4875008329540099,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,-0.07846023310207018,0.6440273954430078,2,5,1,1,0,0,-0.630652939499204
0,0,1,0,0.8368470791260375,1,1,0.9977133018273905,1.19708943161714,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,-0.10517163510495317,1.0964245287771441,5,3,1,0,0,0,-0.4504609012643093
0,0,0,0,-0.019135231695857704,1,0,-1.4734460143392158,-0.7200863028388874,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,-0.09863982109629589,-1.286627235292338,3,0,0,0,0,0,-0.16773705535772812
0,0,1,0,0.06238689314432279,1,0,-1.3354202921037994,-0.6646531384021748,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,-0.09848050855949937,-1.2061697823314577,3,1,0,0,1,0,0.55759934643851
0,1,0,0,-0.712073292837392,1,1,0.3192254142123333,-0.5034050556196962,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0807968169750858,0.408966259871269,2,1,0,0,1,0,0.654801530444094
0,1,0,0,-1.0381617921981139,1,0,0.3857438345667507,-0.7866810992712133,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03480859801982403,0.12546230956598053,1,1,0,1,1,0,0.3916196379798887
0,0,1,1,-0.712073292837392,1,1,1.3469350086880818,-0.3209586954700546,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,-0.07941610832284929,1.2554922473883972,2,5,1,0,1,0,0.5106478998561781
1,0,1,0,1.1629355784867594,1,1,-1.4734460143392158,-0.4565085543891149,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-0.10655234375718967,-1.2748792550037003,6,0,0,0,0,1,-0.6809036769224562
0,0,0,0,-1.2827281667186554,0,0,-1.1608094386734538,-0.995641850050751,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39862771042457146,-1.4457932085477667,1,1,0,0,1,0,1.0829479649543294
0,0,0,0,-1.2827281667186554,1,0,-0.6502805624533005,-0.9888698717451119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.404309857570314,-1.194425077197626,1,0,0,0,1,0,1.1233008298548202
1,0,0,0,-0.9974007297780236,1,0,0.6534804764932807,-0.7165128159153905,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.047659809321409875,0.47517678942663616,1,2,1,0,1,0,0.7268783457380518
1,0,1,1,0.021625830724232544,1,0,0.3292031772654958,0.07347043835121762,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,-0.09906465452775327,0.4269697858391091,3,4,1,1,0,1,-0.94763865183073
0,0,0,0,-0.7935954176775724,1,1,0.47886962306293496,-0.5184269358351364,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.07745125370235888,0.6643431807037886,2,2,0,0,1,0,0.6207934556222968
0,0,1,0,-1.2827281667186554,0,1,-1.3320943710860789,-0.9979138818601345,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3951759387939803,-1.5301284447987913,1,0,0,0,1,0,1.1167022481729787
1,0,0,0,-0.5082679807369407,1,1,-0.4340956963014439,-0.5571617694009412,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.08844381874131868,-0.3394524654361719,2,1,0,0,1,0,0.6492181151748435
1,0,0,0,-1.201206041878475,0,0,-1.1458427940937101,-0.9726127120993271,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.07888744907395823,-1.2636127224715246,1,1,0,1,1,0,0.4730867425903129
0,0,0,0,-0.7935954176775724,1,0,-1.5033793034987035,-0.9008562123330613,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.07283119013525985,-1.3635638968369135,2,0,0,0,0,0,-0.06469766447974604
0,0,1,0,0.30695326766486425,1,0,-0.274451487450842,0.04073553344708643,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10262263451620886,-0.03578011183636656,4,2,0,0,1,1,0.17995744095467428
1,0,1,1,0.429236454925135,1,1,0.23441442826045122,0.39113577900107716,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,-0.10320678048446276,0.4258464077406974,4,4,1,1,0,1,-1.0351967549166998
1,0,1,0,-1.0789228546182041,1,1,0.8696653426451372,-0.7745930077028415,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-0.024400178949118126,0.5481898155137855,1,3,1,0,1,0,0.7073363922956758
0,0,1,1,1.4890240778474815,1,0,-1.5000533824809827,-0.4020680252089292,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.10766753151476528,-1.292725573540859,6,0,0,0,0,0,-0.4281272401873082
0,0,1,1,1.6113072651077522,1,0,1.49161257295894,2.5775583121497085,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,-0.10809236494622267,1.7109745765496578,6,6,1,1,0,1,-1.2803594435574157
1,0,1,1,1.081413453646579,1,0,-1.5150200270607266,-0.48267000803891236,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,-0.10665855211505401,-1.2852025429517866,5,0,0,0,0,1,-0.5963910730742592
0,0,1,0,-0.5082679807369407,1,1,1.0542539591286455,-0.16990166798791867,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-0.08833761038345435,1.0295622434154097,2,4,1,1,1,0,0.15990790430600288
1,0,1,1,-0.34522373105657966,1,1,-1.3553758182101248,-0.7497109506059008,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.0934887157398751,-1.1667172675400075,2,1,0,0,0,0,-0.11570977671244158
1,0,0,0,1.081413453646579,1,1,1.546490269751334,1.8674711667528863,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.10618061450466444,1.6226174501970312,5,6,1,1,1,0,-0.1791576774993764
1,0,1,1,1.6113072651077522,1,1,1.576423558910822,2.5388896542676718,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.1078268440515618,1.6716497927956366,6,6,1,1,0,0,-1.026314048806529
1,0,0,1,-1.2827281667186554,1,0,-1.466794172303774,-0.9997006253218831,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.39135243791086377,-1.596450329617558,1,0,0,0,1,0,1.1141643321415013
0,0,1,0,-0.22294054379630893,1,1,1.2321907335767122,0.1739913019955069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,-0.0950818411078403,1.1998899442492261,3,4,1,1,0,1,-0.9445931525929571
0,0,0,0,-0.7528343552574821,1,1,0.5054769912047018,-0.5181401745388065,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.07707952444983368,0.49238772793145713,2,2,0,1,1,1,-0.013431760643902913
1,0,1,1,1.570546202687662,1,0,1.3535868507235236,2.258238579405637,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.10766753151476528,1.4323866336079731,6,5,1,1,0,0,-0.9900218495564023
1,0,0,1,-0.7935954176775724,1,1,0.4472733733945866,-0.5527059400271982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.0750615656504111,0.48257208897827963,2,1,1,0,1,1,0.40507059294671877
1,0,0,0,0.46999751734522527,1,0,0.1329738372199643,0.29654866833469296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10288815541086972,0.21731075094165941,4,0,0,0,1,1,0.25228804785177983
0,0,0,0,0.021625830724232544,1,1,0.5021510701869811,0.17562363552846214,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.09943638378027848,0.6500176535829351,3,2,0,1,0,0,-0.6215164417858854
1,0,1,1,1.6113072651077522,0,1,-0.312699579154632,0.8348878557911074,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,-0.10819857330408701,-0.061244440451967266,6,5,1,1,0,1,-1.244067244307289
1,0,0,0,-1.2827281667186554,1,0,0.5004881096781209,-0.973605347355854,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.40919544203207386,-0.6278232957829759,1,1,1,0,1,0,1.0905617130487617
0,0,0,0,-0.5490290431570309,1,1,1.3885090214095928,-0.15543125180388231,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-0.08600102651043873,1.2315639663767468,2,5,1,1,1,0,0.1253922462779105
1,0,1,0,1.2852187657470302,1,1,1.250483299174177,1.9267425208481697,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,-0.1070833855465114,1.4165545352764215,6,5,1,1,0,1,-1.2433058694978458
1,0,0,0,-1.2419671042985652,1,1,-0.6269991153292543,-0.971575959720288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17043905355302438,-1.0137446120224698,1,0,0,0,1,1,0.7020067686295733
0,0,0,0,-1.2827281667186554,0,0,-1.3171277265063348,-0.9977153548088292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.39554766804650543,-1.5227593464855949,1,0,0,0,1,0,1.1172098313792742
1,0,0,1,1.1629355784867594,1,0,-1.5000533824809827,-0.512890236959842,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,-0.10591509361000358,-1.34238674586219,6,0,0,0,0,0,-0.4268582821715695
0,0,1,1,-0.14141841895612844,1,0,-1.4917385799366805,-0.7706004081154778,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,-0.09561288289716204,-1.34666409803865,3,0,0,0,0,0,-0.16545293092939845
1,1,1,0,-0.3859847934766699,1,0,0.7299766599008606,-0.13716676308378767,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.0919486945508421,0.7600923314532528,2,2,1,0,1,0,0.6103879998932396
